,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
37480,2,E Chigumbura,13.1,117,94,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37481,2,SC Williams,32.6,36,28,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37482,2,R Mutumbami,42.2,21,19,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37483,2,P Utseya,44.5,21,18,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37484,2,T Panyangara,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37485,2,BV Vitori,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37486,2,CB Mpofu,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,bat,Pakistan
37528,1,Tamim Iqbal,0.1,60,60,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37529,1,Soumya Sarkar,0.1,54,40,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37530,1,Liton Das,13.5,8,12,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37531,1,Mushfiqur Rahim,17.4,14,19,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37532,1,Shakib Al Hasan,19.5,52,66,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37533,1,Sabbir Rahman,23.4,41,43,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37534,1,Nasir Hossain,37.6,34,27,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37535,1,Mashrafe Mortaza,43.5,21,16,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37536,1,Rubel Hossain,46.1,4,5,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37537,1,Taskin Ahmed,46.6,2,5,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37538,1,Mustafizur Rahman,48.6,0,0,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37539,2,RG Sharma,0.1,63,68,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37540,2,S Dhawan,0.1,30,37,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37541,2,V Kohli,16.1,1,4,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37542,2,AM Rahane,17.3,9,25,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37543,2,SK Raina,20.6,40,40,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37544,2,MS Dhoni,23.1,5,7,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37545,2,RA Jadeja,25.4,32,42,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37546,2,R Ashwin,36.5,0,1,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37547,2,B Kumar,36.6,25,21,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37548,2,MM Sharma,38.3,11,19,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37549,2,UT Yadav,42.5,2,11,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
37842,1,AM Rahane,0.1,34,49,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37843,1,M Vijay,0.1,1,8,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37844,1,AT Rayudu,3.3,124,132,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37845,1,MK Tiwary,17.3,2,14,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37846,1,RV Uthappa,20.5,0,3,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37847,1,KM Jadhav,21.4,5,13,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37848,1,STR Binny,24.3,77,76,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37849,1,AR Patel,48.7,2,3,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37850,1,B Kumar,-1.0,0,0,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37851,1,DS Kulkarni,-1.0,0,0,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37852,1,Harbhajan Singh,-1.0,0,0,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37853,2,V Sibanda,0.1,20,34,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37854,2,CJ Chibhabha,0.1,3,11,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37855,2,H Masakadza,4.6,34,64,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37856,2,E Chigumbura,12.3,104,100,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37857,2,SC Williams,23.1,0,2,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37858,2,Sikandar Raza,24.3,37,33,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37859,2,R Mutumbami,32.6,7,16,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37860,2,AG Cremer,37.5,27,36,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37861,2,DT Tiripano,49.1,1,1,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37862,2,T Panyangara,-1.0,0,0,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37863,2,BV Vitori,-1.0,0,0,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
37908,1,MJ Guptill,0.1,11,17,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37909,1,TWM Latham,0.1,14,19,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37910,1,KS Williamson,3.6,97,101,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37911,1,LRPL Taylor,8.6,112,122,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37912,1,GD Elliott,36.4,43,32,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37913,1,JDS Neesham,46.1,14,8,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37914,1,MJ Henry,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37915,1,MJ McClenaghan,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37916,1,NL McCullum,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37917,1,IS Sodhi,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37918,2,H Masakadza,0.1,84,99,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37919,2,CJ Chibhabha,0.1,42,48,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37920,2,CR Ervine,14.6,130,107,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37921,2,E Chigumbura,35.1,26,31,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37922,2,SC Williams,45.1,7,8,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37923,2,CB Mpofu,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37924,2,T Panyangara,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37925,2,P Utseya,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37926,2,AG Cremer,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
37927,2,Sikandar Raza,-1.0,0,0,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,Zimbabwe
33971,1,MJ Guptill,0.1,50,54,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33972,1,BB McCullum,0.1,39,22,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33973,1,KS Williamson,7.3,93,88,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33974,1,LRPL Taylor,18.1,119,91,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33975,1,GD Elliott,35.5,32,15,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33976,1,L Ronchi,41.1,33,16,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33977,1,MJ Santner,45.3,15,11,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33978,1,TG Southee,-1.0,0,0,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33979,1,TA Boult,-1.0,0,0,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33980,1,MJ McClenaghan,-1.0,0,0,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33981,1,NL McCullum,-1.0,0,0,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33982,2,JJ Roy,0.1,39,37,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33983,2,AD Hales,0.1,54,49,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33984,2,JE Root,12.4,6,10,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33985,2,BA Stokes,16.1,28,17,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33986,2,EJG Morgan,15.5,88,45,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33987,2,JC Buttler,21.5,41,38,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33988,2,SW Billings,32.2,12,16,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33989,2,AU Rashid,35.3,34,26,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33990,2,LE Plunkett,36.2,44,30,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33991,2,ST Finn,45.1,6,3,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
33992,2,CJ Jordan,44.5,3,2,England,New Zealand,Kennington Oval,New Zealand,bat,New Zealand
34101,1,JA Burns,0.1,22,26,England,Australia,Lord's,England,field,Australia
34102,1,DA Warner,0.1,1,1,England,Australia,Lord's,England,field,Australia
34103,1,SPD Smith,0.3,70,86,England,Australia,Lord's,England,field,Australia
34104,1,GJ Bailey,8.7,54,69,England,Australia,Lord's,England,field,Australia
34105,1,GJ Maxwell,28.3,49,38,England,Australia,Lord's,England,field,Australia
34106,1,SR Watson,33.4,39,38,England,Australia,Lord's,England,field,Australia
34107,1,MR Marsh,39.6,64,31,England,Australia,Lord's,England,field,Australia
34108,1,MS Wade,47.1,1,2,England,Australia,Lord's,England,field,Australia
34109,1,NM Coulter-Nile,48.2,0,0,England,Australia,Lord's,England,field,Australia
34110,1,MA Starc,-1.0,0,0,England,Australia,Lord's,England,field,Australia
34111,1,PJ Cummins,-1.0,0,0,England,Australia,Lord's,England,field,Australia
34112,2,JJ Roy,0.1,31,31,England,Australia,Lord's,England,field,Australia
34113,2,AD Hales,0.1,18,19,England,Australia,Lord's,England,field,Australia
34114,2,JWA Taylor,5.6,43,56,England,Australia,Lord's,England,field,Australia
34115,2,EJG Morgan,11.5,85,85,England,Australia,Lord's,England,field,Australia
34116,2,BA Stokes,21.3,10,7,England,Australia,Lord's,England,field,Australia
34117,2,JC Buttler,25.5,0,3,England,Australia,Lord's,England,field,Australia
34118,2,MM Ali,26.3,8,14,England,Australia,Lord's,England,field,Australia
34119,2,CR Woakes,32.4,6,12,England,Australia,Lord's,England,field,Australia
34120,2,AU Rashid,35.4,2,8,England,Australia,Lord's,England,field,Australia
34121,2,LE Plunkett,37.5,24,12,England,Australia,Lord's,England,field,Australia
34122,2,ST Finn,41.2,1,3,England,Australia,Lord's,England,field,Australia
36930,1,HM Amla,0.1,22,36,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36931,1,Q de Kock,0.1,2,9,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36932,1,F du Plessis,4.2,41,64,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36933,1,RR Rossouw,12.2,4,24,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36934,1,DA Miller,18.2,9,24,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36935,1,JP Duminy,23.6,13,21,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36936,1,F Behardien,28.4,36,44,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36937,1,CH Morris,31.6,12,13,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36938,1,K Rabada,35.4,10,25,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36939,1,KJ Abbott,41.1,5,11,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36940,1,Imran Tahir,44.6,1,4,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36941,2,Tamim Iqbal,0.1,5,7,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36942,2,Liton Das,1.2,17,14,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36943,2,Soumya Sarkar,0.1,88,77,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36944,2,Mahmudullah,3.5,50,64,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36945,2,Shakib Al Hasan,26.3,0,4,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36946,2,Mustafizur Rahman,-1.0,0,0,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36947,2,Mashrafe Mortaza,-1.0,0,0,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36948,2,Rubel Hossain,-1.0,0,0,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
36949,2,Nasir Hossain,-1.0,0,0,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,Bangladesh
37253,1,HM Amla,0.1,8,8,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37254,1,MN van Wyk,0.1,2,4,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37255,1,RR Rossouw,1.4,39,51,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37256,1,AB de Villiers,4.1,31,45,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37257,1,DA Miller,15.2,5,10,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37258,1,F Behardien,17.5,70,87,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37259,1,D Wiese,23.5,8,22,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37260,1,VD Philander,32.3,30,49,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37261,1,AM Phangiso,45.2,1,3,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37262,1,DW Steyn,46.2,2,9,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37263,1,Imran Tahir,47.6,4,7,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37264,2,MJ Guptill,0.1,103,132,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37265,2,TWM Latham,0.1,64,80,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37266,2,KS Williamson,28.4,7,13,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37267,2,GH Worker,31.4,20,39,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37268,2,BM Wheeler,-1.0,0,0,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37269,2,AF Milne,-1.0,0,0,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37270,2,DAJ Bracewell,-1.0,0,0,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37271,2,IS Sodhi,-1.0,0,0,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37272,2,GD Elliott,-1.0,0,0,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37273,2,C Munro,-1.0,0,0,South Africa,New Zealand,Senwes Park,South Africa,bat,New Zealand
37318,1,Azhar Ali,0.1,36,59,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37319,1,Sarfraz Ahmed,0.1,7,11,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37320,1,Mohammad Hafeez,7.2,0,6,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37321,1,Haris Sohail,9.1,44,61,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37322,1,Fawad Alam,15.4,0,6,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37323,1,Mohammad Rizwan,16.6,13,22,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37324,1,Saad Nasim,21.4,77,95,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37325,1,Wahab Riaz,39.1,51,36,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37326,1,Junaid Khan,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37327,1,Rahat Ali,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37328,1,Saeed Ajmal,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37329,2,Tamim Iqbal,0.1,116,114,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37330,2,Soumya Sarkar,0.1,17,11,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37331,2,Mahmudullah,2.6,17,28,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37332,2,Mushfiqur Rahim,14.2,65,69,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37333,2,Shakib Al Hasan,36.3,7,5,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37334,2,Mashrafe Mortaza,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37335,2,Taskin Ahmed,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37336,2,Arafat Sunny,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37337,2,Rubel Hossain,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37338,2,Nasir Hossain,-1.0,0,0,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh
37382,1,Azhar Ali,0.1,79,100,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37383,1,Ahmed Shehzad,0.1,30,43,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37384,1,Mohammad Hafeez,13.6,9,15,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37385,1,Babar Azam,17.6,12,19,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37386,1,Shoaib Malik,23.2,51,51,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37387,1,Mohammad Rizwan,36.4,52,38,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37388,1,Sarfraz Ahmed,39.5,7,9,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37389,1,Anwar Ali,42.2,29,19,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37390,1,Yasir Shah,48.5,1,2,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37391,1,Rahat Ali,49.2,0,0,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37392,1,Mohammad Irfan,-1.0,0,0,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37393,2,MDKJ Perera,0.1,68,24,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37394,2,TM Dilshan,0.1,47,63,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37395,2,WU Tharanga,8.3,28,35,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37396,2,AD Mathews,18.4,8,11,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37397,2,HDRL Thirimanne,22.3,4,8,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37398,2,LD Chandimal,23.4,48,63,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37399,2,TAM Siriwardana,24.3,26,28,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37400,2,SS Pathirana,31.3,33,28,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37401,2,NLTC Perera,39.4,15,22,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37402,2,SL Malinga,47.2,2,5,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37403,2,N Pradeep,-1.0,0,0,Sri Lanka,Pakistan,Pallekele International Cricket Stadium,Pakistan,bat,Sri Lanka
37487,1,V Sibanda,0.1,13,46,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37488,1,CJ Chibhabha,0.1,99,100,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37489,1,H Masakadza,18.4,18,20,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37490,1,SC Williams,24.3,5,9,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37491,1,Sikandar Raza,26.5,100,83,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37492,1,R Mutumbami,34.4,7,23,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37493,1,CK Coventry,44.1,10,8,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37494,1,AG Cremer,46.6,2,3,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37495,1,T Panyangara,48.5,4,3,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37496,1,T Mupariwa,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37497,1,BV Vitori,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37498,2,Azhar Ali,0.1,102,104,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37499,2,Sarfraz Ahmed,0.1,22,28,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37500,2,Mohammad Hafeez,8.5,15,24,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37501,2,Asad Shafiq,14.4,39,58,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37502,2,Haris Sohail,31.5,52,49,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37503,2,Shoaib Malik,40.2,36,19,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37504,2,Mohammad Sami,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37505,2,Anwar Ali,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37506,2,Wahab Riaz,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37507,2,Yasir Shah,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37508,2,Hammad Azam,-1.0,0,0,Pakistan,Zimbabwe,Gaddafi Stadium,Pakistan,field,Pakistan
37550,1,RG Sharma,0.1,0,2,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37551,1,V Kohli,0.3,23,26,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37552,1,S Dhawan,0.1,53,60,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37553,1,MS Dhoni,12.4,47,74,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37554,1,AT Rayudu,20.6,0,3,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37555,1,SK Raina,21.5,34,55,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37556,1,RA Jadeja,35.4,19,25,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37557,1,AR Patel,39.4,0,1,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37558,1,R Ashwin,39.5,4,10,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37559,1,B Kumar,42.1,3,9,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37560,1,DS Kulkarni,44.1,2,2,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37561,2,Tamim Iqbal,0.1,13,20,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37562,2,Soumya Sarkar,0.1,34,47,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37563,2,Liton Das,6.3,36,40,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37564,2,Mushfiqur Rahim,16.5,31,34,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37565,2,Shakib Al Hasan,19.3,51,61,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37566,2,Sabbir Rahman,29.2,22,22,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37567,2,Mustafizur Rahman,-1.0,0,0,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37568,2,Taskin Ahmed,-1.0,0,0,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37569,2,Mashrafe Mortaza,-1.0,0,0,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37570,2,Nasir Hossain,-1.0,0,0,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37571,2,Rubel Hossain,-1.0,0,0,Bangladesh,India,Shere Bangla National Stadium,India,bat,Bangladesh
37864,1,AM Rahane,0.1,63,83,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India
