,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
20956,1,BJ Haddin,0.1,37,49,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20957,1,SE Marsh,9.3,16,30,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20958,1,MJ Clarke,14.5,54,74,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20959,1,CL White,19.2,16,16,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20960,1,DJ Hussey,22.3,34,46,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20961,1,SPD Smith,38.2,24,22,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20962,1,MG Johnson,40.6,16,19,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20963,1,JW Hastings,45.3,13,11,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20964,1,B Lee,48.2,0,1,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20965,1,DE Bollinger,48.4,6,4,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20966,2,AJ Strauss,0.1,3,16,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20967,2,MJ Prior,0.1,14,14,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20968,2,KP Pietersen,5.2,40,51,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20969,2,IJL Trott,5.1,0,1,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20970,2,IR Bell,6.2,36,59,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20971,2,EJG Morgan,21.5,2,4,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20972,2,PD Collingwood,22.6,18,27,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20973,2,CR Woakes,25.5,8,25,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20974,2,A Shahzad,32.2,9,22,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20975,2,JM Anderson,33.1,20,29,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
20976,2,ST Finn,38.1,35,24,Australia,England,"""Brisbane Cricket Ground",Australia,bat,Australia
21576,1,HM Amla,0.1,62,47,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21577,1,GC Smith,0.1,14,14,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21578,1,JH Kallis,5.1,83,95,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21579,1,AB de Villiers,14.6,61,72,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21580,1,JP Duminy,37.3,59,40,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21581,1,CA Ingram,38.6,1,4,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21582,1,J Botha,39.4,28,25,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21583,1,DW Steyn,-1.0,0,0,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21584,1,LL Tsotsobe,-1.0,0,0,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21585,1,M Morkel,-1.0,0,0,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21586,1,RJ Peterson,-1.0,0,0,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21587,2,Shahzaib Hasan,0.1,39,42,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21588,2,Mohammad Hafeez,0.1,59,58,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21589,2,Younis Khan,12.3,3,7,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21590,2,Mohammad Yousuf,14.6,3,5,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21591,2,Fawad Alam,16.3,1,4,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21592,2,Umar Akmal,17.6,60,71,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21593,2,Shahid Afridi,22.5,24,25,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21594,2,Abdul Razzaq,30.3,39,40,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21595,2,Wahab Riaz,40.2,9,5,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21596,2,Abdur Rehman,42.2,9,9,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21597,2,Shoaib Akhtar,43.5,1,3,Pakistan,South Africa,Dubai International Cricket Stadium,South Africa,bat,South Africa
21772,1,GC Smith,0.1,7,11,South Africa,India,SuperSport Park,India,field,South Africa
21773,1,HM Amla,0.1,116,130,South Africa,India,SuperSport Park,India,field,South Africa
21774,1,MN van Wyk,2.4,56,62,South Africa,India,SuperSport Park,India,field,South Africa
21775,1,AB de Villiers,22.3,11,12,South Africa,India,SuperSport Park,India,field,South Africa
21776,1,JP Duminy,26.2,35,44,South Africa,India,SuperSport Park,India,field,South Africa
21777,1,F du Plessis,42.4,8,6,South Africa,India,SuperSport Park,India,field,South Africa
21778,1,J Botha,44.3,2,2,South Africa,India,SuperSport Park,India,field,South Africa
21779,1,RJ Peterson,44.5,4,2,South Africa,India,SuperSport Park,India,field,South Africa
21780,1,DW Steyn,45.3,0,1,South Africa,India,SuperSport Park,India,field,South Africa
21781,1,M Morkel,45.4,0,2,South Africa,India,SuperSport Park,India,field,South Africa
21782,1,LL Tsotsobe,45.6,0,1,South Africa,India,SuperSport Park,India,field,South Africa
21783,2,PA Patel,0.1,38,34,South Africa,India,SuperSport Park,India,field,South Africa
21784,2,RG Sharma,0.1,5,8,South Africa,India,SuperSport Park,India,field,South Africa
21785,2,V Kohli,4.1,2,6,South Africa,India,SuperSport Park,India,field,South Africa
21786,2,MS Dhoni,6.2,5,10,South Africa,India,SuperSport Park,India,field,South Africa
21787,2,Yuvraj Singh,8.4,8,14,South Africa,India,SuperSport Park,India,field,South Africa
21788,2,SK Raina,11.1,11,7,South Africa,India,SuperSport Park,India,field,South Africa
21789,2,YK Pathan,12.1,105,69,South Africa,India,SuperSport Park,India,field,South Africa
21790,2,Harbhajan Singh,13.7,13,16,South Africa,India,SuperSport Park,India,field,South Africa
21791,2,PP Chawla,19.2,8,11,South Africa,India,SuperSport Park,India,field,South Africa
21792,2,Z Khan,22.5,24,56,South Africa,India,SuperSport Park,India,field,South Africa
21793,2,MM Patel,35.3,4,9,South Africa,India,SuperSport Park,India,field,South Africa
22149,1,MJ Guptill,0.1,0,4,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22150,1,JM How,0.5,23,42,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22151,1,BB McCullum,0.1,14,10,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22152,1,LRPL Taylor,3.4,9,9,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22153,1,SB Styris,5.5,24,45,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22154,1,JEC Franklin,17.6,17,24,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22155,1,GD Elliott,18.5,0,5,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22156,1,DL Vettori,19.5,9,11,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22157,1,NL McCullum,23.2,1,3,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22158,1,KD Mills,25.3,4,7,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22159,1,TG Southee,26.5,0,2,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22160,2,G Gambhir,0.1,0,3,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22161,2,V Kohli,0.4,2,8,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22162,2,PA Patel,0.1,56,70,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22163,2,Yuvraj Singh,3.3,42,45,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22164,2,P Kumar,-1.0,0,0,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22165,2,A Nehra,-1.0,0,0,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22166,2,MM Patel,-1.0,0,0,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22167,2,R Ashwin,-1.0,0,0,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22168,2,YK Pathan,-1.0,0,0,India,New Zealand,"""MA Chidambaram Stadium",New Zealand,bat,India
22256,1,Mohammad Hafeez,0.1,14,20,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22257,1,Ahmed Shehzad,0.1,115,108,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22258,1,Kamran Akmal,6.4,17,33,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22259,1,Younis Khan,15.4,21,26,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22260,1,Misbah-ul-Haq,25.5,25,43,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22261,1,Umar Akmal,37.5,32,32,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22262,1,Shahid Afridi,39.5,24,19,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22263,1,Abdul Razzaq,45.6,3,3,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22264,1,Wahab Riaz,46.5,2,6,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22265,1,Umar Gul,48.5,1,5,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22266,1,Shoaib Akhtar,-1.0,0,0,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22267,2,MJ Guptill,0.1,65,67,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22268,2,JM How,0.2,12,38,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22269,2,LRPL Taylor,13.1,69,90,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22270,2,BB McCullum,24.1,9,18,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22271,2,SB Styris,29.4,9,16,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22272,2,JEC Franklin,35.1,16,19,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22273,2,NL McCullum,41.6,14,10,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22274,2,JDP Oram,42.4,10,7,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22275,2,KD Mills,43.6,4,5,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22276,2,HK Bennett,45.3,3,6,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22277,2,JD Ryder,0.1,0,0,New Zealand,Pakistan,Seddon Park,New Zealand,field,Pakistan
22510,1,Imrul Kayes,0.1,34,47,Bangladesh,New Zealand,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
22511,1,Shahriar Nafees,0.1,11,13,Bangladesh,New Zealand,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh
